scan_index,scan_file,x,y,z,yaw_rad,yaw_deg,prediction_confidence
195,cloud000975.pcd,-4.770813077419195,-2.6192168854757827,0.24708789128223652,2.459587363253755,140.92397525815068,0.26702423003211484
196,cloud000980.pcd,-4.853400244031452,-2.543690028173453,0.22853518638224982,2.456567173680245,140.75093114225913,0.2680486611671215
197,cloud000985.pcd,-5.265633884971682,-2.2755932654655555,0.18036043873164748,2.492058600988787,142.78444013593392,0.2622450858037307
198,cloud000990.pcd,-5.662271912185033,-1.9862509960038446,0.1163627783728466,2.4837917986304765,142.31078725073394,0.24435432657171305
199,cloud000995.pcd,-5.499541394477129,-2.0572396369971364,0.12935518366034615,2.479698867517661,142.07627957213185,0.2633316027088634
200,cloud001000.pcd,-5.581621063691287,-2.0113546750116407,0.12347630770102726,2.5071914744278705,143.65148991589905,0.2549747930795202
201,cloud001005.pcd,-5.92884088802566,-1.8106568780510772,0.10406018230974731,2.4998102736404366,143.22857826304045,0.2588344895225919
202,cloud001010.pcd,-5.749520993273999,-1.8538006251702792,0.08225087170489581,2.5032526174170684,143.42581003307458,0.2597016354636553
203,cloud001015.pcd,-5.963799454624314,-1.730324344815537,0.08390300054315179,2.5287935866373608,144.88919977407087,0.2658026770262768
204,cloud001020.pcd,-5.96000466784622,-1.7689639727232647,0.09552785128316757,2.584486835448372,148.08018787831378,0.2679442577477889
205,cloud001025.pcd,-5.803965414372835,-1.747232612832009,0.06883461616276171,2.5949718462752203,148.6809347468412,0.2674628537842939
206,cloud001030.pcd,-5.903592291158091,-1.6772899871611109,0.056810420090587274,2.6006533214131915,149.00645929365544,0.265794149593866
